index,date,season,year,month,hour,is_holiday,weekday,is_working_day,weather_situation,temperature,apparent_temperature,humidity,windspeed,casual_rentals,registered_rentals,total_rentals,time_of_day,windspeed_category,humidity_category,rolling_mean
12972,2012-06-29,Fall,2012,Jun,16,Not holiday,Friday,Workingday,Clear/Few clouds,0.96,0.9091,0.36,0.0,59,292,351,Siang,,Low,248.66666666666666
12973,2012-06-29,Fall,2012,Jun,17,Not holiday,Friday,Workingday,Clear/Few clouds,0.98,0.9242,0.34,0.194,82,457,539,Siang,Low,Low,249.16666666666666
12974,2012-06-29,Fall,2012,Jun,18,Not holiday,Friday,Workingday,Clear/Few clouds,0.96,0.8636,0.31,0.0,50,414,464,Sore,,Low,261.375
12978,2012-06-29,Fall,2012,Jun,22,Not holiday,Friday,Workingday,Light Rain/Snow,0.82,0.8333,0.63,0.194,34,129,163,Sore,Low,Low,256.75
12979,2012-06-29,Fall,2012,Jun,23,Not holiday,Friday,Workingday,Light Rain/Snow,0.82,0.8333,0.63,0.194,6,42,48,Sore,Low,Low,242.16666666666666
12976,2012-06-29,Fall,2012,Jun,20,Not holiday,Friday,Workingday,Clear/Few clouds,0.92,0.8939,0.42,0.2537,53,255,308,Sore,Low,Low,235.41666666666666
12977,2012-06-29,Fall,2012,Jun,21,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.86,0.8333,0.53,0.194,41,195,236,Sore,Low,Low,221.45833333333334
12970,2012-06-29,Fall,2012,Jun,14,Not holiday,Friday,Workingday,Clear/Few clouds,0.96,0.9091,0.36,0.2239,49,184,233,Siang,Low,Low,215.04166666666666
12975,2012-06-29,Fall,2012,Jun,19,Not holiday,Friday,Workingday,Clear/Few clouds,0.9,0.8788,0.47,0.194,60,303,363,Sore,Low,Low,221.04166666666666
12969,2012-06-29,Fall,2012,Jun,13,Not holiday,Friday,Workingday,Clear/Few clouds,0.94,0.8788,0.38,0.194,45,194,239,Siang,Low,Low,221.16666666666666
12959,2012-06-29,Fall,2012,Jun,3,Not holiday,Friday,Workingday,Clear/Few clouds,0.72,0.6667,0.58,0.194,3,5,8,Malam,Low,Low,210.0
12967,2012-06-29,Fall,2012,Jun,11,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.9,0.8485,0.42,0.2836,51,137,188,Pagi,Low,Low,209.04166666666666
12968,2012-06-29,Fall,2012,Jun,12,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.92,0.8788,0.4,0.2537,53,173,226,Siang,Low,Low,207.875
12957,2012-06-29,Fall,2012,Jun,1,Not holiday,Friday,Workingday,Clear/Few clouds,0.74,0.6667,0.51,0.1642,9,33,42,Malam,Low,Low,195.0
12958,2012-06-29,Fall,2012,Jun,2,Not holiday,Friday,Workingday,Clear/Few clouds,0.72,0.6667,0.58,0.194,3,15,18,Malam,Low,Low,174.58333333333334
12960,2012-06-29,Fall,2012,Jun,4,Not holiday,Friday,Workingday,Clear/Few clouds,0.7,0.6515,0.65,0.1642,1,9,10,Malam,Low,Low,166.95833333333334
12956,2012-06-29,Fall,2012,Jun,0,Not holiday,Friday,Workingday,Clear/Few clouds,0.74,0.6667,0.48,0.1343,24,90,114,Malam,Low,Low,169.75
12962,2012-06-29,Fall,2012,Jun,6,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.7,0.6515,0.61,0.1642,15,148,163,Pagi,Low,Low,176.08333333333334
12963,2012-06-29,Fall,2012,Jun,7,Not holiday,Friday,Workingday,Clear/Few clouds,0.7,0.6515,0.61,0.1045,19,361,380,Pagi,Low,Low,191.625
12965,2012-06-29,Fall,2012,Jun,9,Not holiday,Friday,Workingday,Clear/Few clouds,0.76,0.697,0.55,0.1642,39,261,300,Pagi,Low,Low,203.58333333333334
12966,2012-06-29,Fall,2012,Jun,10,Not holiday,Friday,Workingday,Clear/Few clouds,0.9,0.8333,0.39,0.2985,32,139,171,Pagi,Low,Low,209.66666666666666
12961,2012-06-29,Fall,2012,Jun,5,Not holiday,Friday,Workingday,Clear/Few clouds,0.7,0.6515,0.61,0.1045,6,39,45,Malam,Low,Low,209.29166666666666
12990,2012-06-30,Fall,2012,Jun,10,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.88,0.7727,0.3,0.2537,96,308,404,Pagi,Low,Low,218.45833333333334
13002,2012-06-30,Fall,2012,Jun,22,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.78,0.7424,0.62,0.1642,38,134,172,Sore,Low,Low,216.04166666666666
13001,2012-06-30,Fall,2012,Jun,21,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.82,0.7727,0.52,0.1642,48,165,213,Sore,Low,Low,210.29166666666666
13000,2012-06-30,Fall,2012,Jun,20,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.82,0.7727,0.52,0.1642,88,204,292,Sore,Low,Low,200.0
12998,2012-06-30,Fall,2012,Jun,18,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.88,0.7879,0.35,0.0,91,248,339,Sore,,Low,194.79166666666666
12996,2012-06-30,Fall,2012,Jun,16,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.9,0.7879,0.29,0.1642,109,264,373,Siang,Low,Low,203.54166666666666
12994,2012-06-30,Fall,2012,Jun,14,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.88,0.7727,0.3,0.2537,114,295,409,Siang,Low,Low,218.58333333333334
12993,2012-06-30,Fall,2012,Jun,13,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.88,0.7727,0.3,0.2537,105,323,428,Siang,Low,Low,223.58333333333334
12991,2012-06-30,Fall,2012,Jun,11,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.88,0.7727,0.3,0.2537,102,350,452,Pagi,Low,Low,232.58333333333334
13003,2012-06-30,Fall,2012,Jun,23,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.78,0.7424,0.62,0.0896,33,119,152,Sore,Low,Low,229.20833333333334
12989,2012-06-30,Fall,2012,Jun,9,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.64,0.5758,0.89,0.1642,41,234,275,Pagi,Low,Low,225.54166666666666
12987,2012-06-30,Fall,2012,Jun,7,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.64,0.5758,0.89,0.1642,10,82,92,Pagi,Low,Low,219.41666666666666
12980,2012-06-30,Fall,2012,Jun,0,Not holiday,Saturday,Not Workday,Light Rain/Snow,0.64,0.5758,0.89,0.1642,4,65,69,Malam,Low,Low,221.95833333333334
12981,2012-06-30,Fall,2012,Jun,1,Not holiday,Saturday,Not Workday,Light Rain/Snow,0.64,0.5758,0.89,0.2239,3,55,58,Malam,Low,Low,216.54166666666666
12982,2012-06-30,Fall,2012,Jun,2,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.64,0.5758,0.89,0.0,7,54,61,Malam,,Low,209.66666666666666
12988,2012-06-30,Fall,2012,Jun,8,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.64,0.5758,0.89,0.1642,26,168,194,Pagi,Low,Low,216.0
12984,2012-06-30,Fall,2012,Jun,4,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.62,0.5455,0.94,0.0,3,15,18,Malam,,Low,216.0
12985,2012-06-30,Fall,2012,Jun,5,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.64,0.5758,0.89,0.1642,3,7,10,Malam,Low,Low,216.0
12986,2012-06-30,Fall,2012,Jun,6,Not holiday,Saturday,Not Workday,Clear/Few clouds,0.64,0.5758,0.89,0.1642,6,36,42,Pagi,Low,Low,213.0
12983,2012-06-30,Fall,2012,Jun,3,Not holiday,Saturday,Not Workday,Cloudy/Broken clouds,0.64,0.5758,0.89,0.0,3,20,23,Malam,,Low,207.16666666666666
13027,2012-07-01,Fall,2012,Jul,23,Not holiday,Sunday,Not Workday,Light Rain/Snow,0.78,0.7121,0.52,0.1642,22,88,110,Sore,Low,Low,195.91666666666666
13017,2012-07-01,Fall,2012,Jul,13,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.92,0.8333,0.33,0.2537,111,309,420,Siang,Low,Low,200.91666666666666
13025,2012-07-01,Fall,2012,Jul,21,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.84,0.7424,0.39,0.1343,77,181,258,Sore,Low,Low,204.54166666666666
13024,2012-07-01,Fall,2012,Jul,20,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.84,0.7424,0.39,0.1343,88,244,332,Sore,Low,Low,216.5
13023,2012-07-01,Fall,2012,Jul,19,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.84,0.7424,0.39,0.1343,103,279,382,Sore,Low,Low,215.58333333333334
13022,2012-07-01,Fall,2012,Jul,18,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.88,0.7727,0.32,0.3582,95,275,370,Sore,Low,Low,223.83333333333334
13021,2012-07-01,Fall,2012,Jul,17,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.92,0.803,0.26,0.2985,90,323,413,Siang,Low,Low,232.16666666666666
13020,2012-07-01,Fall,2012,Jul,16,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.92,0.8333,0.33,0.2985,85,228,313,Siang,Low,Low,233.04166666666666
13019,2012-07-01,Fall,2012,Jul,15,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.9,0.8182,0.37,0.2836,101,244,345,Siang,Low,Low,233.29166666666666
13018,2012-07-01,Fall,2012,Jul,14,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.92,0.8333,0.33,0.2537,98,346,444,Siang,Low,Low,236.25
13016,2012-07-01,Fall,2012,Jul,12,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.9,0.8182,0.37,0.2239,114,319,433,Siang,Low,Low,237.25
13026,2012-07-01,Fall,2012,Jul,22,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.82,0.7424,0.43,0.1343,41,110,151,Sore,Low,Low,225.70833333333334
13013,2012-07-01,Fall,2012,Jul,9,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.82,0.7879,0.56,0.0,51,168,219,Pagi,,Low,216.0
13004,2012-07-01,Fall,2012,Jul,0,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.76,0.7273,0.66,0.0,27,122,149,Malam,,Low,215.875
13005,2012-07-01,Fall,2012,Jul,1,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.74,0.697,0.7,0.1343,12,81,93,Malam,Low,Low,208.29166666666666
13006,2012-07-01,Fall,2012,Jul,2,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.72,0.697,0.74,0.0896,21,69,90,Malam,Low,Low,208.20833333333334
13007,2012-07-01,Fall,2012,Jul,3,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.72,0.7121,0.84,0.1343,6,27,33,Malam,Low,Low,206.70833333333334
13014,2012-07-01,Fall,2012,Jul,10,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.86,0.7879,0.44,0.2985,98,268,366,Pagi,Low,Low,219.54166666666666
13009,2012-07-01,Fall,2012,Jul,5,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.68,0.6364,0.79,0.1045,3,7,10,Malam,Low,Low,217.41666666666666
13010,2012-07-01,Fall,2012,Jul,6,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.7,0.6667,0.79,0.0896,8,19,27,Pagi,Low,Low,210.45833333333334
13011,2012-07-01,Fall,2012,Jul,7,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.74,0.697,0.7,0.0,13,37,50,Pagi,,Low,211.79166666666666
13012,2012-07-01,Fall,2012,Jul,8,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.78,0.7424,0.62,0.1045,36,106,142,Pagi,Low,Low,217.29166666666666
13008,2012-07-01,Fall,2012,Jul,4,Not holiday,Sunday,Not Workday,Clear/Few clouds,0.7,0.6667,0.79,0.194,0,4,4,Malam,Low,Low,215.70833333333334
13039,2012-07-02,Fall,2012,Jul,11,Not holiday,Monday,Workingday,Clear/Few clouds,0.84,0.7273,0.28,0.2985,67,134,201,Pagi,Low,Low,223.125
13050,2012-07-02,Fall,2012,Jul,22,Not holiday,Monday,Workingday,Clear/Few clouds,0.74,0.6667,0.51,0.1642,19,169,188,Sore,Low,Low,226.375
13049,2012-07-02,Fall,2012,Jul,21,Not holiday,Monday,Workingday,Clear/Few clouds,0.76,0.6818,0.45,0.1343,17,241,258,Sore,Low,Low,219.625
13048,2012-07-02,Fall,2012,Jul,20,Not holiday,Monday,Workingday,Clear/Few clouds,0.78,0.697,0.43,0.1343,38,357,395,Sore,Low,Low,225.33333333333334
13044,2012-07-02,Fall,2012,Jul,16,Not holiday,Monday,Workingday,Clear/Few clouds,0.84,0.7424,0.36,0.2836,61,304,365,Siang,Low,Low,226.70833333333334
13043,2012-07-02,Fall,2012,Jul,15,Not holiday,Monday,Workingday,Clear/Few clouds,0.84,0.7424,0.36,0.194,59,175,234,Siang,Low,Low,220.54166666666666
13042,2012-07-02,Fall,2012,Jul,14,Not holiday,Monday,Workingday,Clear/Few clouds,0.86,0.7576,0.34,0.2239,79,151,230,Siang,Low,Low,214.70833333333334
13041,2012-07-02,Fall,2012,Jul,13,Not holiday,Monday,Workingday,Clear/Few clouds,0.86,0.7576,0.34,0.2239,74,162,236,Siang,Low,Low,207.33333333333334
13040,2012-07-02,Fall,2012,Jul,12,Not holiday,Monday,Workingday,Clear/Few clouds,0.84,0.7273,0.32,0.194,74,183,257,Siang,Low,Low,205.0
13051,2012-07-02,Fall,2012,Jul,23,Not holiday,Monday,Workingday,Clear/Few clouds,0.74,0.6667,0.51,0.1045,12,90,102,Sore,Low,Low,194.875
13038,2012-07-02,Fall,2012,Jul,10,Not holiday,Monday,Workingday,Clear/Few clouds,0.8,0.7273,0.43,0.2537,70,104,174,Pagi,Low,Low,183.625
13035,2012-07-02,Fall,2012,Jul,7,Not holiday,Monday,Workingday,Clear/Few clouds,0.74,0.6667,0.51,0.1045,8,390,398,Pagi,Low,Low,182.16666666666666
13034,2012-07-02,Fall,2012,Jul,6,Not holiday,Monday,Workingday,Clear/Few clouds,0.7,0.6515,0.58,0.1045,4,132,136,Pagi,Low,Low,181.54166666666666
13033,2012-07-02,Fall,2012,Jul,5,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.72,0.6667,0.51,0.0,3,37,40,Malam,,Low,174.08333333333334
13032,2012-07-02,Fall,2012,Jul,4,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.72,0.6667,0.54,0.2985,2,10,12,Malam,Low,Low,168.375
13031,2012-07-02,Fall,2012,Jul,3,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.72,0.6667,0.54,0.4179,0,5,5,Malam,Low,Low,164.70833333333334
13030,2012-07-02,Fall,2012,Jul,2,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.74,0.6667,0.51,0.2537,1,14,15,Malam,Low,Low,161.58333333333334
13029,2012-07-02,Fall,2012,Jul,1,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.76,0.7121,0.58,0.194,3,14,17,Malam,Low,Low,160.91666666666666
13028,2012-07-02,Fall,2012,Jul,0,Not holiday,Monday,Workingday,Cloudy/Broken clouds,0.76,0.7121,0.58,0.2239,12,31,43,Malam,Low,Low,147.45833333333334
13037,2012-07-02,Fall,2012,Jul,9,Not holiday,Monday,Workingday,Clear/Few clouds,0.78,0.697,0.46,0.2537,56,239,295,Pagi,Low,Low,159.33333333333334
13065,2012-07-03,Fall,2012,Jul,13,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.9,0.7727,0.25,0.1343,80,203,283,Siang,Low,Low,170.0
13066,2012-07-03,Fall,2012,Jul,14,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.9,0.7727,0.25,0.194,69,241,310,Siang,Low,Low,180.83333333333334
13067,2012-07-03,Fall,2012,Jul,15,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.9,0.7727,0.24,0.0,71,330,401,Siang,,Low,191.625
13068,2012-07-03,Fall,2012,Jul,16,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.9,0.7727,0.24,0.194,90,437,527,Siang,Low,Low,213.41666666666666
13075,2012-07-03,Fall,2012,Jul,23,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.66,0.6061,0.83,0.0,19,152,171,Sore,,Low,212.16666666666666
13073,2012-07-03,Fall,2012,Jul,21,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.7,0.6515,0.7,0.2836,36,160,196,Sore,Low,Low,212.5
13074,2012-07-03,Fall,2012,Jul,22,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.68,0.6364,0.79,0.194,26,151,177,Sore,Low,Low,209.125
13064,2012-07-03,Fall,2012,Jul,12,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.88,0.7576,0.28,0.194,74,198,272,Siang,Low,Low,204.0
13071,2012-07-03,Fall,2012,Jul,19,Not holiday,Tuesday,Workingday,Cloudy/Broken clouds,0.84,0.7424,0.36,0.1343,66,431,497,Sore,Low,Low,209.5
13063,2012-07-03,Fall,2012,Jul,11,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.86,0.7576,0.34,0.194,66,151,217,Pagi,Low,Low,208.79166666666666
13053,2012-07-03,Fall,2012,Jul,1,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.72,0.6667,0.58,0.0,5,9,14,Malam,,Low,199.79166666666666
13061,2012-07-03,Fall,2012,Jul,9,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.8,0.7424,0.49,0.1642,46,226,272,Pagi,Low,Low,201.29166666666666
13052,2012-07-03,Fall,2012,Jul,0,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.72,0.6667,0.54,0.0,9,44,53,Malam,,Low,192.79166666666666
13054,2012-07-03,Fall,2012,Jul,2,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.72,0.6667,0.58,0.0,2,8,10,Malam,,Low,188.95833333333334
13055,2012-07-03,Fall,2012,Jul,3,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.7,0.6515,0.65,0.1343,0,2,2,Malam,Low,Low,181.79166666666666
13062,2012-07-03,Fall,2012,Jul,10,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.82,0.7424,0.43,0.2239,56,153,209,Pagi,Low,Low,173.91666666666666
13057,2012-07-03,Fall,2012,Jul,5,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.7,0.6515,0.61,0.0,2,33,35,Malam,,Low,169.70833333333334
13058,2012-07-03,Fall,2012,Jul,6,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.7,0.6515,0.65,0.1343,5,149,154,Pagi,Low,Low,174.45833333333334
13056,2012-07-03,Fall,2012,Jul,4,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.68,0.6364,0.65,0.1045,0,6,6,Malam,Low,Low,174.20833333333334
13059,2012-07-03,Fall,2012,Jul,7,Not holiday,Tuesday,Workingday,Clear/Few clouds,0.74,0.6818,0.58,0.0,21,462,483,Pagi,,Low,194.125
13099,2012-07-04,Fall,2012,Jul,23,Holiday,Wednesday,Not Workday,Cloudy/Broken clouds,0.78,0.697,0.43,0.0896,31,152,183,Sore,Low,Low,201.125
13085,2012-07-04,Fall,2012,Jul,9,Holiday,Wednesday,Not Workday,Clear/Few clouds,0.76,0.697,0.52,0.0,90,203,293,Pagi,,Low,212.625
13084,2012-07-04,Fall,2012,Jul,8,Holiday,Wednesday,Not Workday,Clear/Few clouds,0.7,0.6515,0.61,0.1045,43,110,153,Pagi,Low,Low,217.20833333333334
13082,2012-07-04,Fall,2012,Jul,6,Holiday,Wednesday,Not Workday,Clear/Few clouds,0.66,0.6212,0.69,0.0,9,23,32,Pagi,,Low,206.25
13081,2012-07-04,Fall,2012,Jul,5,Holiday,Wednesday,Not Workday,Clear/Few clouds,0.66,0.6212,0.69,0.0,5,14,19,Malam,,Low,195.25
13083,2012-07-04,Fall,2012,Jul,7,Holiday,Wednesday,Not Workday,Clear/Few clouds,0.68,0.6364,0.65,0.0,10,62,72,Pagi,,Low,185.33333333333334
13079,2012-07-04,Fall,2012,Jul,3,Holiday,Wednesday,Not Workday,Clear/Few clouds,0.68,0.6364,0.74,0.194,9,23,32,Malam,Low,Low,169.95833333333334
13078,2012-07-04,Fall,2012,Jul,2,Holiday,Wednesday,Not Workday,Clear/Few clouds,0.66,0.6061,0.83,0.1343,27,66,93,Malam,Low,Low,151.875
13077,2012-07-04,Fall,2012,Jul,1,Holiday,Wednesday,Not Workday,Clear/Few clouds,0.68,0.6364,0.74,0.0,27,96,123,Malam,,Low,149.875
13076,2012-07-04,Fall,2012,Jul,0,Holiday,Wednesday,Not Workday,Clear/Few clouds,0.68,0.6364,0.79,0.0896,19,140,159,Malam,Low,Low,148.33333333333334
13080,2012-07-04,Fall,2012,Jul,4,Holiday,Wednesday,Not Workday,Clear/Few clouds,0.68,0.6364,0.69,0.2537,5,11,16,Malam,Low,Low,141.625
13112,2012-07-05,Fall,2012,Jul,12,Not holiday,Thursday,Workingday,Clear/Few clouds,0.9,0.8182,0.35,0.3582,88,188,276,Siang,Low,Low,141.79166666666666
13123,2012-07-05,Fall,2012,Jul,23,Not holiday,Thursday,Workingday,Clear/Few clouds,0.8,0.7576,0.55,0.1642,32,99,131,Sore,Low,Low,126.54166666666667
13122,2012-07-05,Fall,2012,Jul,22,Not holiday,Thursday,Workingday,Clear/Few clouds,0.82,0.803,0.59,0.1343,63,162,225,Sore,Low,Low,126.875
13121,2012-07-05,Fall,2012,Jul,21,Not holiday,Thursday,Workingday,Clear/Few clouds,0.84,0.7727,0.47,0.194,91,232,323,Sore,Low,Low,139.75
13120,2012-07-05,Fall,2012,Jul,20,Not holiday,Thursday,Workingday,Cloudy/Broken clouds,0.86,0.7879,0.41,0.2239,78,243,321,Sore,Low,Low,141.79166666666666
13116,2012-07-05,Fall,2012,Jul,16,Not holiday,Thursday,Workingday,Clear/Few clouds,0.92,0.8333,0.33,0.2537,109,324,433,Siang,Low,Low,157.625
13115,2012-07-05,Fall,2012,Jul,15,Not holiday,Thursday,Workingday,Clear/Few clouds,0.92,0.8333,0.33,0.3582,71,183,254,Siang,Low,Low,167.79166666666666
13114,2012-07-05,Fall,2012,Jul,14,Not holiday,Thursday,Workingday,Clear/Few clouds,0.92,0.8333,0.33,0.3284,87,154,241,Siang,Low,Low,177.75
13111,2012-07-05,Fall,2012,Jul,11,Not holiday,Thursday,Workingday,Clear/Few clouds,0.9,0.8182,0.35,0.2985,107,137,244,Pagi,Low,Low,179.20833333333334
13106,2012-07-05,Fall,2012,Jul,6,Not holiday,Thursday,Workingday,Clear/Few clouds,0.72,0.6667,0.58,0.0,3,130,133,Pagi,,Low,183.29166666666666
13109,2012-07-05,Fall,2012,Jul,9,Not holiday,Thursday,Workingday,Clear/Few clouds,0.84,0.7879,0.49,0.2985,47,246,293,Pagi,Low,Low,189.08333333333334
13107,2012-07-05,Fall,2012,Jul,7,Not holiday,Thursday,Workingday,Clear/Few clouds,0.76,0.697,0.55,0.0,27,316,343,Pagi,,Low,203.125
13105,2012-07-05,Fall,2012,Jul,5,Not holiday,Thursday,Workingday,Clear/Few clouds,0.72,0.6818,0.62,0.0,1,28,29,Malam,,Low,184.20833333333334
13104,2012-07-05,Fall,2012,Jul,4,Not holiday,Thursday,Workingday,Clear/Few clouds,0.72,0.6667,0.58,0.0,0,7,7,Malam,,Low,176.875
13103,2012-07-05,Fall,2012,Jul,3,Not holiday,Thursday,Workingday,Clear/Few clouds,0.72,0.6667,0.54,0.194,2,5,7,Malam,Low,Low,164.95833333333334
13102,2012-07-05,Fall,2012,Jul,2,Not holiday,Thursday,Workingday,Clear/Few clouds,0.74,0.6667,0.51,0.0,4,14,18,Malam,,Low,159.33333333333334
13101,2012-07-05,Fall,2012,Jul,1,Not holiday,Thursday,Workingday,Clear/Few clouds,0.74,0.6667,0.51,0.2836,6,24,30,Malam,Low,Low,159.25
13100,2012-07-05,Fall,2012,Jul,0,Not holiday,Thursday,Workingday,Clear/Few clouds,0.74,0.6667,0.51,0.1045,17,71,88,Malam,Low,Low,162.125
13110,2012-07-05,Fall,2012,Jul,10,Not holiday,Thursday,Workingday,Clear/Few clouds,0.86,0.7879,0.44,0.3582,69,117,186,Pagi,Low,Low,166.875
13138,2012-07-06,Fall,2012,Jul,14,Not holiday,Friday,Workingday,Clear/Few clouds,0.9,0.803,0.31,0.1642,91,184,275,Siang,Low,Low,177.0
13139,2012-07-06,Fall,2012,Jul,15,Not holiday,Friday,Workingday,Clear/Few clouds,0.92,0.8182,0.29,0.194,79,206,285,Siang,Low,Low,185.0
13140,2012-07-06,Fall,2012,Jul,16,Not holiday,Friday,Workingday,Clear/Few clouds,0.92,0.8182,0.29,0.1045,69,300,369,Siang,Low,Low,195.25
13141,2012-07-06,Fall,2012,Jul,17,Not holiday,Friday,Workingday,Clear/Few clouds,0.92,0.8182,0.29,0.0,90,486,576,Siang,,Low,212.625
13146,2012-07-06,Fall,2012,Jul,22,Not holiday,Friday,Workingday,Clear/Few clouds,0.8,0.7576,0.55,0.194,78,210,288,Sore,Low,Low,223.95833333333334
13144,2012-07-06,Fall,2012,Jul,20,Not holiday,Friday,Workingday,Clear/Few clouds,0.86,0.7727,0.39,0.1045,91,245,336,Sore,Low,Low,226.45833333333334
13147,2012-07-06,Fall,2012,Jul,23,Not holiday,Friday,Workingday,Clear/Few clouds,0.8,0.7879,0.63,0.1045,27,137,164,Sore,Low,Low,227.83333333333334
13137,2012-07-06,Fall,2012,Jul,13,Not holiday,Friday,Workingday,Clear/Few clouds,0.9,0.7879,0.27,0.1045,99,194,293,Siang,Low,Low,230.66666666666666
13142,2012-07-06,Fall,2012,Jul,18,Not holiday,Friday,Workingday,Clear/Few clouds,0.9,0.803,0.33,0.2537,106,454,560,Sore,Low,Low,240.54166666666666
13136,2012-07-06,Fall,2012,Jul,12,Not holiday,Friday,Workingday,Clear/Few clouds,0.88,0.7576,0.28,0.1045,111,220,331,Siang,Low,Low,240.95833333333334
13145,2012-07-06,Fall,2012,Jul,21,Not holiday,Friday,Workingday,Clear/Few clouds,0.82,0.7727,0.52,0.1343,77,223,300,Sore,Low,Low,235.41666666666666
13134,2012-07-06,Fall,2012,Jul,10,Not holiday,Friday,Workingday,Clear/Few clouds,0.86,0.7424,0.3,0.0,80,130,210,Pagi,,Low,233.58333333333334
13135,2012-07-06,Fall,2012,Jul,11,Not holiday,Friday,Workingday,Clear/Few clouds,0.84,0.7273,0.32,0.0896,92,141,233,Pagi,Low,Low,233.25
13124,2012-07-06,Fall,2012,Jul,0,Not holiday,Friday,Workingday,Clear/Few clouds,0.78,0.7424,0.62,0.1343,39,63,102,Malam,Low,Low,227.33333333333334
13125,2012-07-06,Fall,2012,Jul,1,Not holiday,Friday,Workingday,Clear/Few clouds,0.78,0.7273,0.55,0.2239,7,22,29,Malam,Low,Low,223.0
13126,2012-07-06,Fall,2012,Jul,2,Not holiday,Friday,Workingday,Clear/Few clouds,0.76,0.7121,0.62,0.1343,4,13,17,Malam,Low,Low,211.5
13127,2012-07-06,Fall,2012,Jul,3,Not holiday,Friday,Workingday,Cloudy/Broken clouds,0.74,0.697,0.7,0.194,1,6,7,Malam,Low,Low,197.5
13143,2012-07-06,Fall,2012,Jul,19,Not holiday,Friday,Workingday,Clear/Few clouds,0.88,0.7879,0.35,0.2239,112,306,418,Sore,Low,Low,213.70833333333334
13129,2012-07-06,Fall,2012,Jul,5,Not holiday,Friday,Workingday,Clear/Few clouds,0.74,0.697,0.66,0.194,4,31,35,Malam,Low,Low,214.875
13130,2012-07-06,Fall,2012,Jul,6,Not holiday,Friday,Workingday,Clear/Few clouds,0.74,0.697,0.66,0.194,4,127,131,Pagi,Low,Low,220.04166666666666
